piece,run,episode,stroke,duration_s,duration_error_s,drift_s,window_s,dbfs_raw,dbfs_model,dynamic_zone,dynamic_zone_hit,dynamic_distance_db,dynamic_centre_error_db,quality_eff,overall,tone_quality,attack_quality,release_quality,bow_control,dynamic_accuracy,defect_score,bow_speed_measured,depth_m,bow_position,force_mean,force_std,torque_mean,torque_max,bow_usage_m,smoothness_jerk,logged_quality,logged_tone
twinkle-short,Base1,0,1,0.4783971309661865,-0.021602869033813477,1.0013580322265625e-05,0.4784126984126984,-17.70573561840804,-23.065735618408038,mf,1,0.0,-0.5961856907766325,0.37919972282809894,0.38585564494132996,0.1656293272972107,0.949979841709137,3.7627116398653015e-05,0.7887097597122192,0.9856261610984802,0.33036917448043823,0.19335958270577816,0.0005363636363636365,0.588256992307369,0.22203252683209754,0.27025552770320915,0.628487675025906,0.7254977077012847,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,2,0.47807908058166504,-0.02192091941833496,5.698204040527344e-05,0.47807256235827666,-15.29756362823864,-20.65756362823864,mf,0,0.557224736495936,1.811986299392764,0.6514639401317648,0.6270074844360352,0.6435012817382812,0.7114092707633972,0.6013785600662231,0.7087094783782959,0.8500921130180359,0.28459054231643677,0.19197938966903144,0.0005363636363636365,0.5866194529250353,0.2962852879109766,0.36838524059176875,0.5020491344070984,0.6871786601452974,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,3,0.47759103775024414,-0.02240896224975586,8.487701416015625e-05,0.47759637188208615,-15.276707786292643,-20.636707786292643,mf,0,0.5780805784419343,1.8328421413387623,0.7258752057674713,0.656046986579895,0.6996036767959595,0.7982198596000671,0.7524164319038391,0.6744240522384644,0.8696548342704773,0.29744234681129456,0.1916802083730969,0.0005363636363636365,0.5870705081392469,0.3422579449905548,0.3797882689330006,0.6414243116399766,0.7301631236024477,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,4,0.47863006591796875,-0.02136993408203125,0.0050051212310791016,0.47861678004535146,-16.257007969412502,-21.6170079694125,mf,1,0.0,0.8525419582189038,0.558212621526547,0.5938560962677002,0.6578184962272644,0.4745194911956787,0.38729798793792725,0.7616422176361084,0.802173376083374,0.3022191822528839,0.19105843073883125,0.0005363636363636365,0.5864277909896933,0.26102197390985243,0.31123838056779307,0.49939078697932504,0.6736212214806062,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,5,0.47772789001464844,-0.022272109985351562,0.0040891170501708984,0.4777324263038549,-16.762494040896122,-22.12249404089612,mf,1,0.0,0.34705588673528354,0.5898537439548861,0.6550666093826294,0.6940506100654602,0.5353363156318665,0.33071368932724,0.7168288826942444,0.7885034680366516,0.3199915289878845,0.18833508823084988,0.0005363636363636365,0.5835175622125992,0.3952480351504936,0.3824043505585569,0.6372979923769956,0.7374334538782357,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,6,0.4776778221130371,-0.02232217788696289,9.298324584960938e-06,0.47768707482993195,-17.917820175529094,-23.277820175529094,mf,1,0.0,-0.8082702478976884,0.5281900633160449,0.6227926015853882,0.6296577453613281,0.42880725860595703,0.3229474425315857,0.7589868307113647,0.8078970313072205,0.3113746643066406,0.19443431598192887,0.0005363636363636365,0.5870348112080568,0.32988631809659075,0.36776115005080684,0.49848269880490925,0.706833227383085,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,7,0.9706399440765381,-0.029360055923461914,0.0010020732879638672,0.5,-14.985953923900137,-20.345953923900137,mf,0,0.8688344408344406,2.1235960037312687,0.8097347915172577,0.7197789549827576,0.7297686338424683,0.9440924525260925,0.9156596660614014,0.7793124914169312,0.9007524251937866,0.014982802793383598,0.17373775504370423,0.0005363636363636365,0.6598990979607782,0.32380659584046745,0.25952900443105587,0.7021944872625163,0.8400220311481928,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,8,0.47774505615234375,-0.02225494384765625,0.00010704994201660156,0.4777324263038549,-21.617221955986984,-26.977221955986984,mf,0,3.252910465458747,-4.507672028355579,0.3598257140360968,0.6203314661979675,0.4193359613418579,0.16652324795722961,0.2695918381214142,0.7722073197364807,0.7710666060447693,0.30163073539733887,0.19293787174085253,0.0005363636363636365,0.7325371414888603,0.2248901524307843,0.28469933422703014,0.622225507088528,0.8223298568535192,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,9,0.4790949821472168,-0.020905017852783203,0.0050051212310791016,0.4790929705215419,-16.406896577887412,-21.76689657788741,mf,1,0.0,0.7026533497439935,0.5743459309685536,0.7021965384483337,0.6383026838302612,0.5434462428092957,0.327625036239624,0.782545804977417,0.8995944261550903,0.3060494065284729,0.1917512604261687,0.0005363636363636365,0.7318610819235033,0.4161388813433443,0.3616164737130217,0.7501446725415168,0.8577886263500265,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,10,0.47803783416748047,-0.02196216583251953,0.003637075424194336,0.4780498866213152,-15.498760988746962,-20.858760988746962,mf,0,0.35602737598761536,1.6107889388844434,0.6713811179043805,0.7481188178062439,0.6619662046432495,0.6559566259384155,0.6593021154403687,0.756148099899292,0.921057939529419,0.05229964107275009,0.19102908061031162,0.0005363636363636365,0.7303341080778744,0.2605479802865227,0.32033816509801055,0.6177980945528304,0.805680158768613,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,11,0.4784691333770752,-0.021530866622924805,3.0994415283203125e-05,0.4784807256235828,-15.404560719727945,-20.764560719727946,mf,0,0.45022764500663115,1.7049892079034592,0.7473325809662682,0.7342666387557983,0.7071380615234375,0.7764534950256348,0.8343248963356018,0.7802772521972656,0.9207335114479065,0.30638670921325684,0.190644612276318,0.0005363636363636365,0.7321788225355735,0.364630640159942,0.3420047389069312,0.7457616336095199,0.8530123863691023,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,12,0.47774624824523926,-0.022253751754760742,0.002441883087158203,0.4777324263038549,-17.04096837027634,-22.40096837027634,mf,1,0.0,0.06858155735506699,0.5365840571010654,0.6016684770584106,0.640487015247345,0.44980722665786743,0.3310607671737671,0.7728791236877441,0.8682522773742676,0.05731534957885742,0.19732267610783735,0.0005363636363636365,0.7352543119162255,0.2875997996610571,0.306812512823095,0.623452368274033,0.7959285254072267,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,13,0.4781911373138428,-0.021808862686157227,4.506111145019531e-05,0.4781859410430839,-15.289100116841043,-20.649100116841044,mf,0,0.565688247893533,1.820449810790361,0.6854665226356759,0.7017731666564941,0.7124873399734497,0.6187291741371155,0.7152562141418457,0.7272512912750244,0.9137623310089111,0.2993771433830261,0.19271409421947058,0.0005363636363636365,0.7324499522565923,0.34386958971856857,0.32109238996038164,0.7459624773704185,0.8269042413667258,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,14,0.9730789661407471,-0.02692103385925293,0.005008220672607422,0.5,-14.170620624864014,-19.530620624864014,mf,0,1.6841677398705635,2.9389293027673915,0.7553885132074356,0.6807882785797119,0.6440067887306213,0.915967583656311,0.8965021371841431,0.7906185388565063,0.8347284197807312,0.011915178969502449,0.18757730772797795,0.0005363636363636365,0.6450776179938167,0.24749043233825158,0.2585405433759149,0.5462243580989284,0.8156476496933464,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,15,0.4781382083892822,-0.021861791610717773,5.698204040527344e-05,0.47811791383219954,-15.232124163656595,-20.592124163656596,mf,0,0.6226642010779813,1.8774257639748093,0.7253310103985506,0.6208949685096741,0.7824554443359375,0.7767974138259888,0.5841010212898254,0.675020158290863,0.8578318953514099,0.3002995550632477,0.19139419054226195,0.0005363636363636365,0.5553185253724889,0.3114501377455416,0.36629884984304867,0.6122741067062347,0.6817435231921424,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,16,0.47733306884765625,-0.02266693115234375,0.0009069442749023438,0.47732426303854875,-15.316120753754653,-20.676120753754653,mf,0,0.5386676109799247,1.7934291738767527,0.69609083373699,0.6751939058303833,0.6955890655517578,0.788116991519928,0.5688900351524353,0.7443721294403076,0.8158248662948608,0.2804224491119385,0.19241418418104436,0.0005363636363636365,0.5575751201235662,0.3065297730843196,0.3273432565406922,0.4696092639826838,0.6663000387408198,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,17,0.47809481620788574,-0.021905183792114258,0.0020122528076171875,0.4780952380952381,-15.247815487349472,-20.607815487349473,mf,0,0.606972877385104,1.861734440281932,0.7274526336708538,0.6868103742599487,0.7794713377952576,0.769005298614502,0.5575085878372192,0.7585858702659607,0.8874897360801697,0.0459439754486084,0.19063968242417453,0.0005363636363636365,0.5575568874930853,0.30497502609638044,0.3488129481685429,0.615240379553433,0.6892723593654125,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,18,0.47813987731933594,-0.021860122680664062,5.91278076171875e-05,0.478140589569161,-15.39096734605943,-20.75096734605943,mf,0,0.4638210186751479,1.718582581571976,0.7014054984469669,0.6324127316474915,0.6996164917945862,0.7734760642051697,0.6573268175125122,0.746873676776886,0.7843155264854431,0.2951008081436157,0.18982729442671592,0.0005363636363636365,0.5591088179640481,0.32852380616864313,0.352730799191255,0.47514725542150166,0.6719766450892777,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,19,0.47824573516845703,-0.02175426483154297,0.0014362335205078125,0.47825396825396826,-15.356963747972479,-20.71696374797248,mf,0,0.49782461676209877,1.7525861796589268,0.7138219392777073,0.6528845429420471,0.776810884475708,0.7631704211235046,0.5180083513259888,0.7279418110847473,0.8988806009292603,0.05845548212528229,0.19117242913863228,0.0005363636363636365,0.560377338453511,0.32723778850288066,0.36842722994160165,0.6204404462341078,0.695554158997973,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,20,0.4786858558654785,-0.021314144134521484,6.508827209472656e-05,0.4786848072562358,-17.631138743120765,-22.991138743120764,mf,1,0.0,-0.5215888154893591,0.5059379503018289,0.6071403622627258,0.5760278105735779,0.4976325035095215,0.22607624530792236,0.7435705661773682,0.7389073967933655,0.3186337649822235,0.1892075431784012,0.0005363636363636365,0.5666213582905042,0.38113425419324404,0.3817096193211646,0.4783230088198376,0.6637411626496125,4.397592417244129,7581.677172498104,,
twinkle-short,Base1,0,21,0.9761788845062256,-0.023821115493774636,0.006342172622680664,0.5,-13.839117634203681,-19.19911763420368,mf,0,2.0156707305308963,3.2704322934277243,0.7925426751375199,0.6890737414360046,0.7321868538856506,0.9324748516082764,0.8438587784767151,0.7268271446228027,0.9032711982727051,0.013961685821413994,0.18663667331186404,0.0005363636363636365,0.6493868114605779,0.2883332017995212,0.28878417373000903,0.6898654906230999,0.826426738806234,4.397592417244129,7581.677172498104,,
